Call Number,Unit ID,Incident Number,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID
160010515,E24,16000102,01/01/2016,12/31/2015,01/01/2016 01:53:43 AM,01/01/2016 01:55:38 AM,01/01/2016 01:56:02 AM,01/01/2016 01:58:10 AM,01/01/2016 02:00:30 AM,,,Code 2 Transport,01/01/2016 02:13:20 AM,4300 Block of 20TH ST,San Francisco,94114,B06,24,5442,3,3,3,false,Non Life-threatening,1,ENGINE,1,6,8,Castro/Upper Market,160010515-E24
160013195,E28,16000459,01/01/2016,01/01/2016,01/01/2016 06:55:23 PM,01/01/2016 06:58:36 PM,01/01/2016 06:59:09 PM,01/01/2016 07:00:33 PM,01/01/2016 07:02:34 PM,,,Code 2 Transport,01/01/2016 07:17:53 PM,400 Block of JEFFERSON ST,San Francisco,94109,B01,28,1524,3,3,3,false,Non Life-threatening,1,ENGINE,1,1,2,Russian Hill,160013195-E28
160013438,71,16000488,01/01/2016,01/01/2016,01/01/2016 08:18:25 PM,01/01/2016 08:20:47 PM,01/01/2016 08:21:42 PM,01/01/2016 08:21:46 PM,01/01/2016 08:28:45 PM,01/01/2016 08:42:31 PM,01/01/2016 08:44:43 PM,Code 2 Transport,01/01/2016 09:25:29 PM,STANYAN ST/WALLER ST,San Francisco,94117,B05,12,4552,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,5,5,Golden Gate Park,160013438-71
160013222,T48,16000463,01/01/2016,01/01/2016,01/01/2016 07:03:17 PM,01/01/2016 07:04:31 PM,01/01/2016 07:09:43 PM,01/01/2016 07:09:43 PM,01/01/2016 07:17:46 PM,,,Code 2 Transport,01/01/2016 07:19:22 PM,CALL BOX: FS YB-BLDG 213,San Francisco,94130,B03,48,2951,2,2,2,false,Non Life-threatening,1,TRUCK,4,None,6,Treasure Island,160013222-T48
160010358,E28,16000065,01/01/2016,12/31/2015,01/01/2016 01:17:00 AM,01/01/2016 01:18:44 AM,01/01/2016 01:20:19 AM,,,,,No Merit,01/01/2016 01:21:53 AM,1700 Block of THE EMBARCADERO,San Francisco,94133,B99,28,0933,2,2,2,false,Potentially Life-Threatening,1,ENGINE,3,1,3,North Beach,160010358-E28
160012684,RS1,16000408,01/01/2016,01/01/2016,01/01/2016 04:26:12 PM,01/01/2016 04:27:41 PM,01/01/2016 04:28:10 PM,01/01/2016 04:29:53 PM,,,,Fire,01/01/2016 04:29:55 PM,5700 Block of MISSION ST,San Francisco,94112,B09,33,6212,3,3,3,false,Alarm,1,RESCUE SQUAD,13,9,11,Outer Mission,160012684-RS1
160013238,AM08,16000465,01/01/2016,01/01/2016,01/01/2016 07:09:26 PM,01/01/2016 07:09:57 PM,01/01/2016 07:11:39 PM,01/01/2016 07:12:13 PM,01/01/2016 07:12:13 PM,,,Patient Declined Transport,01/01/2016 07:26:26 PM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,3,E,3,false,Potentially Life-Threatening,1,PRIVATE,1,3,6,South of Market,160013238-AM08
160010159,53,16000024,01/01/2016,12/31/2015,01/01/2016 12:36:46 AM,01/01/2016 12:36:46 AM,01/01/2016 12:37:21 AM,01/01/2016 12:37:29 AM,,,,No Merit,01/01/2016 12:48:16 AM,500 Block of MARKET ST,San Francisco,94105,B03,13,2143,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,160010159-53
160010341,GATOR2,16000061,01/01/2016,12/31/2015,01/01/2016 01:14:36 AM,01/01/2016 01:14:36 AM,01/01/2016 01:18:48 AM,,,,,No Merit,01/01/2016 01:20:52 AM,MARKET ST/STEUART ST,San Francisco,94105,B01,13,1133,2,2,2,true,Non Life-threatening,1,SUPPORT,1,1,3,Financial District/South Beach,160010341-GATOR2
160010191,RC1,16000030,01/01/2016,12/31/2015,01/01/2016 12:42:08 AM,01/01/2016 12:43:07 AM,01/01/2016 12:55:19 AM,01/01/2016 12:56:16 AM,,,,Code 2 Transport,01/01/2016 01:22:08 AM,1000 Block of THE EMBARCADERO,San Francisco,94111,B01,13,0927,3,3,3,true,Fire,1,RESCUE CAPTAIN,8,1,3,Financial District/South Beach,160010191-RC1
160011456,E13,16000260,01/01/2016,01/01/2016,01/01/2016 09:17:27 AM,01/01/2016 09:18:41 AM,01/01/2016 09:18:53 AM,01/01/2016 09:19:56 AM,01/01/2016 09:21:04 AM,,,Fire,01/01/2016 09:40:58 AM,200 Block of BROADWAY,San Francisco,94111,B01,13,1155,3,3,3,true,Alarm,1,ENGINE,1,1,3,Financial District/South Beach,160011456-E13
160013992,89,16000550,01/01/2016,01/01/2016,01/01/2016 11:36:46 PM,01/01/2016 11:38:13 PM,01/01/2016 11:39:35 PM,01/01/2016 11:39:42 PM,01/01/2016 11:46:33 PM,01/02/2016 12:08:43 AM,01/02/2016 12:13:58 AM,Code 2 Transport,01/02/2016 12:50:51 AM,1100 Block of MARKET ST,San Francisco,94102,B02,01,1551,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,160013992-89
160011189,E07,16000216,01/01/2016,12/31/2015,01/01/2016 06:30:19 AM,01/01/2016 06:30:19 AM,01/01/2016 06:32:01 AM,01/01/2016 06:33:39 AM,01/01/2016 06:34:56 AM,,,Fire,01/01/2016 06:35:28 AM,20TH ST/MISSION ST,San Francisco,94110,B06,07,5446,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,160011189-E07
160012248,E12,16000358,01/01/2016,01/01/2016,01/01/2016 02:15:44 PM,01/01/2016 02:17:10 PM,01/01/2016 02:17:47 PM,01/01/2016 02:18:30 PM,01/01/2016 02:22:30 PM,,,Patient Declined Transport,01/01/2016 02:36:53 PM,1700 Block of HAIGHT ST,San Francisco,94117,B05,12,4545,2,2,2,true,Non Life-threatening,1,ENGINE,1,5,5,Haight Ashbury,160012248-E12
160011853,KM09,16000319,01/01/2016,01/01/2016,01/01/2016 12:09:18 PM,01/01/2016 12:11:15 PM,01/01/2016 12:11:43 PM,01/01/2016 12:12:18 PM,01/01/2016 12:27:21 PM,01/01/2016 12:44:40 PM,01/01/2016 01:01:55 PM,Code 2 Transport,01/01/2016 01:29:10 PM,200 Block of OFARRELL ST,San Francisco,94102,B03,01,1363,2,2,2,false,Non Life-threatening,1,PRIVATE,1,1,3,Tenderloin,160011853-KM09
160011901,E11,16000322,01/01/2016,01/01/2016,01/01/2016 12:30:12 PM,01/01/2016 12:30:12 PM,01/01/2016 12:30:46 PM,01/01/2016 12:32:12 PM,01/01/2016 12:32:12 PM,,,Fire,01/01/2016 12:33:32 PM,25TH ST/VALENCIA ST,San Francisco,94110,B06,11,5535,3,3,3,true,Alarm,1,ENGINE,1,6,8,Mission,160011901-E11
160012223,KM06,16000354,01/01/2016,01/01/2016,01/01/2016 02:10:04 PM,01/01/2016 02:10:30 PM,01/01/2016 02:10:43 PM,01/01/2016 02:11:12 PM,01/01/2016 02:16:36 PM,,,Patient Declined Transport,01/01/2016 02:43:52 PM,0 Block of CLAIRVIEW CT,San Francisco,94131,B08,20,5362,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,7,Twin Peaks,160012223-KM06
160011748,T18,16000310,01/01/2016,01/01/2016,01/01/2016 11:25:00 AM,01/01/2016 11:26:21 AM,01/01/2016 11:26:55 AM,01/01/2016 11:27:22 AM,01/01/2016 11:30:56 AM,,,Fire,01/01/2016 11:38:05 AM,2200 Block of ULLOA ST,San Francisco,94116,B08,40,7442,3,3,3,false,Alarm,1,TRUCK,2,8,4,Sunset/Parkside,160011748-T18
160013360,T03,16000473,01/01/2016,01/01/2016,01/01/2016 07:44:59 PM,01/01/2016 07:47:54 PM,01/01/2016 07:48:04 PM,01/01/2016 07:50:53 PM,,,,Unable to Locate,01/01/2016 07:51:05 PM,TAYLOR ST/ELLIS ST,San Francisco,94102,B03,01,1453,3,3,3,false,Potentially Life-Threatening,1,TRUCK,3,3,6,Tenderloin,160013360-T03
160010592,58,16000121,01/01/2016,12/31/2015,01/01/2016 02:12:58 AM,01/01/2016 02:16:14 AM,01/01/2016 02:27:34 AM,01/01/2016 02:27:34 AM,01/01/2016 02:32:55 AM,01/01/2016 02:46:05 AM,,Code 2 Transport,01/01/2016 03:19:42 AM,200 Block of MARKET ST,San Francisco,94111,B99,13,2809,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Financial District/South Beach,160010592-58
160012214,AM02,16000352,01/01/2016,01/01/2016,01/01/2016 02:07:34 PM,01/01/2016 02:08:17 PM,01/01/2016 02:08:39 PM,01/01/2016 02:09:39 PM,01/01/2016 02:13:01 PM,01/01/2016 02:38:00 PM,01/01/2016 02:55:30 PM,Code 2 Transport,01/01/2016 03:30:51 PM,800 Block of 26TH AVE,San Francisco,94121,B07,14,7223,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,7,1,Outer Richmond,160012214-AM02
160010052,KM03,16000007,01/01/2016,12/31/2015,01/01/2016 12:08:52 AM,01/01/2016 12:10:27 AM,01/01/2016 12:10:39 AM,01/01/2016 12:11:31 AM,01/01/2016 12:17:25 AM,01/01/2016 12:30:00 AM,01/01/2016 12:51:34 AM,Code 2 Transport,01/01/2016 01:17:18 AM,VALLEY ST/SAN JOSE AV,San Francisco,94110,B06,11,5577,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,8,Bernal Heights,160010052-KM03
160011973,E21,16000327,01/01/2016,01/01/2016,01/01/2016 12:54:47 PM,01/01/2016 12:56:56 PM,01/01/2016 12:57:49 PM,01/01/2016 12:58:32 PM,01/01/2016 12:59:51 PM,,,Code 2 Transport,01/01/2016 01:17:42 PM,300 Block of BAKER ST,San Francisco,94117,B05,21,4252,2,2,2,false,Potentially Life-Threatening,1,ENGINE,1,5,5,Lone Mountain/USF,160011973-E21
160011699,E18,16000302,01/01/2016,01/01/2016,01/01/2016 11:03:08 AM,01/01/2016 11:04:54 AM,01/01/2016 11:05:02 AM,01/01/2016 11:05:21 AM,01/01/2016 11:07:38 AM,,,Fire,01/01/2016 11:11:11 AM,33RD AV/WAWONA ST,San Francisco,94116,B08,18,7547,3,3,3,true,Alarm,1,ENGINE,1,8,4,Sunset/Parkside,160011699-E18
160011000,E02,16000186,01/01/2016,12/31/2015,01/01/2016 04:31:04 AM,01/01/2016 04:31:04 AM,01/01/2016 04:47:41 AM,01/01/2016 04:49:47 AM,01/01/2016 04:52:23 AM,,,Code 2 Transport,01/01/2016 04:57:02 AM,STOCKTON ST/POST ST,San Francisco,94108,B01,01,1316,2,2,2,true,Non Life-threatening,1,ENGINE,2,1,3,Financial District/South Beach,160011000-E02
160012048,E14,16000337,01/01/2016,01/01/2016,01/01/2016 01:18:24 PM,01/01/2016 01:20:45 PM,01/01/2016 01:21:12 PM,01/01/2016 01:22:21 PM,01/01/2016 01:25:41 PM,,,Code 2 Transport,01/01/2016 01:37:46 PM,100 Block of 12TH AVE,San Francisco,94118,B07,31,7137,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,7,1,Inner Richmond,160012048-E14
160010764,E17,16000151,01/01/2016,12/31/2015,01/01/2016 02:56:00 AM,01/01/2016 02:56:00 AM,01/01/2016 03:03:06 AM,01/01/2016 03:05:29 AM,01/01/2016 03:34:45 AM,,,Against Medical Advice,01/01/2016 04:04:21 AM,1500 Block of KIRKWOOD AVE,San Francisco,94124,B10,25,6467,2,2,2,true,Non Life-threatening,1,ENGINE,2,10,10,Bayview Hunters Point,160010764-E17
160013268,E01,16000468,01/01/2016,01/01/2016,01/01/2016 07:17:59 PM,01/01/2016 07:18:08 PM,01/01/2016 07:18:47 PM,01/01/2016 07:20:16 PM,01/01/2016 07:23:16 PM,,,Code 2 Transport,01/01/2016 07:34:48 PM,200 Block of TURK ST,San Francisco,94102,B03,01,1456,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,160013268-E01
160010230,PT100,16000040,01/01/2016,12/31/2015,01/01/2016 12:48:21 AM,01/01/2016 12:50:05 AM,01/01/2016 12:54:04 AM,01/01/2016 12:55:25 AM,01/01/2016 12:58:59 AM,,,Cancelled,01/01/2016 01:04:25 AM,1100 Block of MARKET ST,San Francisco,94103,B02,01,2309,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,South of Market,160010230-PT100
160010455,E37,16000089,01/01/2016,12/31/2015,01/01/2016 01:38:30 AM,01/01/2016 01:39:59 AM,01/01/2016 01:40:35 AM,01/01/2016 01:43:03 AM,01/01/2016 01:55:47 AM,,,No Merit,01/01/2016 02:07:43 AM,OFARRELL ST/CYRIL MAGNIN ST,San Francisco,94102,B03,01,1363,2,2,2,false,Non Life-threatening,1,ENGINE,1,1,6,Tenderloin,160010455-E37
160012619,AM16,16000399,01/01/2016,01/01/2016,01/01/2016 04:11:32 PM,01/01/2016 04:12:20 PM,01/01/2016 04:12:41 PM,01/01/2016 04:13:20 PM,01/01/2016 04:21:01 PM,,,Against Medical Advice,01/01/2016 05:12:29 PM,POWELL ST/MARKET ST,San Francisco,94103,B03,01,1364,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,3,3,Financial District/South Beach,160012619-AM16
160012684,77,16000408,01/01/2016,01/01/2016,01/01/2016 04:26:12 PM,01/01/2016 04:27:41 PM,01/01/2016 04:30:50 PM,01/01/2016 04:31:07 PM,,,,Fire,01/01/2016 04:38:08 PM,5700 Block of MISSION ST,San Francisco,94112,B09,33,6212,3,3,3,true,Alarm,1,MEDIC,18,9,11,Outer Mission,160012684-77
160012463,KM09,16000377,01/01/2016,01/01/2016,01/01/2016 03:21:37 PM,01/01/2016 03:21:50 PM,01/01/2016 03:22:24 PM,01/01/2016 03:23:25 PM,01/01/2016 03:31:03 PM,01/01/2016 03:45:02 PM,01/01/2016 04:22:32 PM,Code 2 Transport,01/01/2016 04:36:20 PM,CLAY ST/DRUMM ST,San Francisco,94111,B01,13,1133,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,1,3,Financial District/South Beach,160012463-KM09
160010159,E13,16000024,01/01/2016,12/31/2015,01/01/2016 12:36:46 AM,01/01/2016 12:36:46 AM,01/01/2016 12:37:21 AM,01/01/2016 12:39:19 AM,01/01/2016 12:45:42 AM,,,No Merit,01/01/2016 12:48:13 AM,500 Block of MARKET ST,San Francisco,94105,B03,13,2143,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,160010159-E13
160010712,B07,16000143,01/01/2016,12/31/2015,01/01/2016 02:42:19 AM,01/01/2016 02:42:43 AM,01/01/2016 02:43:34 AM,01/01/2016 02:47:00 AM,01/01/2016 02:48:19 AM,,,Fire,01/01/2016 02:55:21 AM,500 Block of 28TH AVE,San Francisco,94121,B07,14,7226,3,3,3,false,Alarm,1,CHIEF,4,7,1,Outer Richmond,160010712-B07
160013415,60,16000483,01/01/2016,01/01/2016,01/01/2016 08:09:19 PM,01/01/2016 08:11:51 PM,01/01/2016 08:12:39 PM,01/01/2016 08:12:52 PM,01/01/2016 08:21:18 PM,,,Patient Declined Transport,01/01/2016 08:24:08 PM,0 Block of BROSNAN ST,San Francisco,94103,B02,36,5126,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,8,Mission,160013415-60
160010529,AM28,16000106,01/01/2016,12/31/2015,01/01/2016 01:57:50 AM,01/01/2016 01:58:31 AM,01/01/2016 02:11:48 AM,01/01/2016 02:12:21 AM,01/01/2016 02:38:26 AM,01/01/2016 02:38:28 AM,01/01/2016 03:04:36 AM,Code 2 Transport,01/01/2016 03:08:51 AM,0 Block of CALIFORNIA ST,San Francisco,94111,B99,13,1134,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,3,1,3,Financial District/South Beach,160010529-AM28
160010210,T09,16000034,01/01/2016,12/31/2015,01/01/2016 12:45:36 AM,01/01/2016 12:46:24 AM,01/01/2016 12:46:58 AM,01/01/2016 12:48:58 AM,01/01/2016 12:54:00 AM,,,Fire,01/01/2016 12:58:04 AM,500 Block of WISCONSIN ST,San Francisco,94107,B10,37,2521,3,3,3,false,Alarm,1,TRUCK,5,10,10,Potrero Hill,160010210-T09
160010248,E13,16000043,01/01/2016,12/31/2015,01/01/2016 12:54:05 AM,01/01/2016 12:54:05 AM,01/01/2016 12:56:07 AM,01/01/2016 12:56:27 AM,01/01/2016 01:00:08 AM,,,Cancelled,01/01/2016 01:01:54 AM,COLUMBUS AV/LOMBARD ST,San Francisco,94133,B01,28,1423,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,1,3,North Beach,160010248-E13
160011724,B07,16000304,01/01/2016,01/01/2016,01/01/2016 11:14:53 AM,01/01/2016 11:16:50 AM,01/01/2016 11:19:56 AM,01/01/2016 11:20:32 AM,01/01/2016 11:27:08 AM,,,Fire,01/01/2016 11:33:23 AM,3400 Block of GEARY BLVD,San Francisco,94118,B07,10,4453,3,3,3,false,Alarm,1,CHIEF,7,7,1,Lone Mountain/USF,160011724-B07
160013471,T11,16000495,01/01/2016,01/01/2016,01/01/2016 08:31:25 PM,01/01/2016 08:32:22 PM,01/01/2016 08:32:34 PM,01/01/2016 08:34:00 PM,01/01/2016 08:36:37 PM,,,Fire,01/01/2016 08:48:57 PM,MISSION ST/29TH ST,San Francisco,94110,B06,32,5625,3,3,3,false,Alarm,1,TRUCK,1,6,9,Bernal Heights,160013471-T11
160010384,E38,16000072,01/01/2016,12/31/2015,01/01/2016 01:25:19 AM,01/01/2016 01:25:19 AM,01/01/2016 01:25:19 AM,01/01/2016 01:25:19 AM,01/01/2016 01:25:19 AM,,,No Merit,01/01/2016 01:28:57 AM,CALIFORNIA ST/LARKIN ST,San Francisco,94109,B04,41,1635,2,2,2,false,Non Life-threatening,1,ENGINE,1,4,3,Nob Hill,160010384-E38
160010374,RC3,16000069,01/01/2016,12/31/2015,01/01/2016 01:23:43 AM,01/01/2016 01:23:43 AM,01/01/2016 01:32:19 AM,01/01/2016 01:32:19 AM,01/01/2016 01:32:19 AM,,,SFPD,01/01/2016 01:35:12 AM,MARKET ST/CHURCH ST,San Francisco,94114,B02,06,5213,2,2,2,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,2,8,Castro/Upper Market,160010374-RC3
160010424,E08,16000081,01/01/2016,12/31/2015,01/01/2016 01:32:44 AM,01/01/2016 01:34:03 AM,01/01/2016 01:34:16 AM,01/01/2016 01:34:35 AM,01/01/2016 01:38:21 AM,,,Patient Declined Transport,01/01/2016 01:52:01 AM,100 Block of FREMONT ST,San Francisco,94105,B03,35,2126,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,160010424-E08
160010722,KM11,16000144,01/01/2016,12/31/2015,01/01/2016 02:45:42 AM,01/01/2016 02:45:42 AM,01/01/2016 02:58:10 AM,01/01/2016 03:00:21 AM,01/01/2016 03:11:21 AM,,,Patient Declined Transport,01/01/2016 03:20:13 AM,100 Block of TAYLOR ST,San Francisco,94102,B03,01,1453,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,Tenderloin,160010722-KM11
160013105,52,16000453,01/01/2016,01/01/2016,01/01/2016 06:33:13 PM,01/01/2016 06:34:57 PM,01/01/2016 06:35:23 PM,01/01/2016 06:35:31 PM,01/01/2016 06:50:48 PM,01/01/2016 07:13:58 PM,01/01/2016 07:36:37 PM,Code 2 Transport,01/01/2016 08:09:12 PM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,4,6,Tenderloin,160013105-52
160010205,RC5,16000032,01/01/2016,12/31/2015,01/01/2016 12:43:39 AM,01/01/2016 12:45:31 AM,01/01/2016 12:47:46 AM,01/01/2016 12:47:52 AM,,,,Unable to Locate,01/01/2016 12:57:34 AM,MISSION ST/VALENCIA ST,San Francisco,94110,B06,11,5624,2,2,2,false,Potentially Life-Threatening,1,RESCUE CAPTAIN,1,6,9,Bernal Heights,160010205-RC5
160011215,AM24,16000222,01/01/2016,12/31/2015,01/01/2016 06:46:31 AM,01/01/2016 06:49:18 AM,01/01/2016 06:50:24 AM,01/01/2016 06:50:52 AM,,,,Code 2 Transport,01/01/2016 06:53:46 AM,1200 Block of MARKET ST,San Francisco,94103,B02,01,2317,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,South of Market,160011215-AM24
160011068,B02,16000195,01/01/2016,12/31/2015,01/01/2016 05:01:15 AM,01/01/2016 05:03:59 AM,01/01/2016 05:05:00 AM,01/01/2016 05:07:03 AM,01/01/2016 05:10:34 AM,,,Fire,01/01/2016 05:15:12 AM,0 Block of MASON ST,San Francisco,94102,B03,01,1365,3,3,3,false,Alarm,1,CHIEF,3,3,6,Tenderloin,160011068-B02
160011357,T11,16000243,01/01/2016,01/01/2016,01/01/2016 08:25:25 AM,01/01/2016 08:25:25 AM,01/01/2016 08:25:45 AM,01/01/2016 08:27:40 AM,,,,Fire,01/01/2016 08:30:29 AM,25TH ST/VALENCIA ST,San Francisco,94110,B06,11,5535,3,3,3,false,Alarm,1,TRUCK,2,6,8,Mission,160011357-T11
160013048,T16,16000448,01/01/2016,01/01/2016,01/01/2016 06:19:49 PM,01/01/2016 06:19:49 PM,01/01/2016 06:19:55 PM,01/01/2016 06:20:51 PM,01/01/2016 06:23:59 PM,,,Fire,01/01/2016 06:24:13 PM,FRANKLIN ST/CHESTNUT ST,San Francisco,94123,B04,16,3235,3,3,3,false,Alarm,1,TRUCK,1,4,2,Marina,160013048-T16
160010691,PT100,16000140,01/01/2016,12/31/2015,01/01/2016 02:38:23 AM,01/01/2016 02:38:23 AM,01/01/2016 02:39:55 AM,01/01/2016 02:42:10 AM,,,,SFPD,01/01/2016 02:46:29 AM,200 Block of 32ND AVE,San Francisco,94121,B07,14,7234,2,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,7,2,Seacliff,160010691-PT100
160011085,E05,16000197,01/01/2016,12/31/2015,01/01/2016 05:12:34 AM,01/01/2016 05:14:43 AM,01/01/2016 05:15:55 AM,01/01/2016 05:17:35 AM,,,,Code 2 Transport,01/01/2016 05:18:43 AM,700 Block of ELLIS ST,San Francisco,94109,B02,03,3115,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,6,Tenderloin,160011085-E05
160012561,E17,16000387,01/01/2016,01/01/2016,01/01/2016 03:51:01 PM,01/01/2016 03:51:01 PM,01/01/2016 04:06:35 PM,01/01/2016 04:07:44 PM,01/01/2016 04:11:35 PM,,,Code 2 Transport,01/01/2016 04:36:02 PM,1100 Block of FITZGERALD AVE,San Francisco,94124,B10,17,6615,2,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,160012561-E17
160013219,RS1,16000462,01/01/2016,01/01/2016,01/01/2016 07:03:23 PM,01/01/2016 07:04:15 PM,01/01/2016 07:04:43 PM,01/01/2016 07:05:54 PM,,,,Fire,01/01/2016 07:12:55 PM,400 Block of BAY ST,San Francisco,94133,B01,28,1425,3,3,3,false,Alarm,1,RESCUE SQUAD,10,1,3,North Beach,160013219-RS1
160010038,E03,16000005,01/01/2016,12/31/2015,01/01/2016 12:07:05 AM,01/01/2016 12:08:35 AM,01/01/2016 12:08:51 AM,01/01/2016 12:09:52 AM,01/01/2016 12:12:02 AM,,,Code 2 Transport,01/01/2016 12:15:21 AM,JONES ST/EDDY ST,San Francisco,94102,B03,01,1456,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,160010038-E03
160010343,E42,16000062,01/01/2016,12/31/2015,01/01/2016 01:12:55 AM,01/01/2016 01:14:49 AM,01/01/2016 01:16:29 AM,01/01/2016 01:19:13 AM,,,,Code 2 Transport,01/01/2016 01:22:51 AM,400 Block of MISSISSIPPI ST,San Francisco,94107,B10,37,2474,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,10,10,Potrero Hill,160010343-E42
160010561,MP32,16000116,01/01/2016,12/31/2015,01/01/2016 02:09:13 AM,01/01/2016 02:09:13 AM,01/01/2016 02:19:37 AM,01/01/2016 02:19:37 AM,01/01/2016 02:24:17 AM,,,Code 2 Transport,01/01/2016 03:09:19 AM,0 Block of MISSION ST,San Francisco,94105,B03,35,2111,2,2,2,false,Non Life-threatening,1,SUPPORT,1,3,6,Financial District/South Beach,160010561-MP32
160010428,T01,16000082,01/01/2016,12/31/2015,01/01/2016 01:33:39 AM,01/01/2016 01:34:52 AM,01/01/2016 01:35:58 AM,01/01/2016 01:37:59 AM,01/01/2016 01:41:35 AM,,,No Merit,01/01/2016 01:49:40 AM,3RD ST/HARRISON ST,San Francisco,94107,B03,08,2175,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,3,6,South of Market,160010428-T01
160010490,E15,16000098,01/01/2016,12/31/2015,01/01/2016 01:47:53 AM,01/01/2016 01:48:57 AM,01/01/2016 01:49:49 AM,01/01/2016 01:52:13 AM,01/01/2016 01:54:51 AM,,,Code 2 Transport,01/01/2016 02:05:30 AM,1400 Block of PLYMOUTH AVE,San Francisco,94112,B09,15,8515,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,7,West of Twin Peaks,160010490-E15
160010038,75,16000005,01/01/2016,12/31/2015,01/01/2016 12:07:05 AM,01/01/2016 12:08:35 AM,01/01/2016 12:08:51 AM,01/01/2016 12:09:01 AM,01/01/2016 12:12:34 AM,01/01/2016 12:22:28 AM,01/01/2016 12:36:03 AM,Code 2 Transport,01/01/2016 01:11:37 AM,JONES ST/EDDY ST,San Francisco,94102,B03,01,1456,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,160010038-75
160012772,52,16000414,01/01/2016,01/01/2016,01/01/2016 04:51:09 PM,01/01/2016 04:51:39 PM,01/01/2016 04:52:27 PM,01/01/2016 04:52:35 PM,01/01/2016 04:54:45 PM,,,Patient Declined Transport,01/01/2016 05:05:28 PM,200 Block of 8TH ST,San Francisco,94103,B02,29,2322,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,160012772-52
160012593,E33,16000395,01/01/2016,01/01/2016,01/01/2016 04:02:08 PM,01/01/2016 04:03:36 PM,01/01/2016 04:03:57 PM,01/01/2016 04:05:05 PM,01/01/2016 04:08:24 PM,,,Fire,01/01/2016 04:40:52 PM,JUNIPERO SERRA BL/BROTHERHOOD WY,San Francisco,94132,B09,33,8412,3,3,3,true,Alarm,1,ENGINE,1,9,7,Oceanview/Merced/Ingleside,160012593-E33
160011773,77,16000315,01/01/2016,01/01/2016,01/01/2016 11:38:59 AM,01/01/2016 11:39:33 AM,01/01/2016 11:40:42 AM,01/01/2016 11:41:15 AM,01/01/2016 11:53:14 AM,01/01/2016 12:13:15 PM,01/01/2016 12:17:08 PM,Code 2 Transport,01/01/2016 01:19:49 PM,1300 Block of SUTTER ST,San Francisco,94109,B04,03,3223,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,2,Western Addition,160011773-77
160013853,E26,16000537,01/01/2016,01/01/2016,01/01/2016 10:43:23 PM,01/01/2016 10:43:23 PM,01/01/2016 10:43:23 PM,01/01/2016 10:43:23 PM,01/01/2016 10:43:23 PM,,,Fire,01/01/2016 10:43:32 PM,HILIRITAS AV/DIAMOND ST,San Francisco,94131,B06,26,8173,3,3,3,true,Alarm,1,ENGINE,1,6,8,Glen Park,160013853-E26
